CSV-Datei erstellt am: 14.09.2025 17:11:39
WAHLDATUM;WAHLART;GEBIET;EBENE;ANZAHL_GESAMT;ANZAHL_FERTIG;INFO;A;A1;A2;A3;B;B1;B2;C;D;D1;D2;D3;D4;D5
;;;;;;;;;;;;;;;;CDU-GRÜNE;SPD;FDP;Die Linke;BZD
14.09.2025;Landratswahl;Stadt Moers;Gesamtergebnis (Stadt Moers);99;;;;;;;;;;;;;;;;
